,id,user,tweet,created_at,prepro
6,1432828682066751490,Joked,"Mungkin ada saudara, tetangga atau teman yg bapak atau ibunya meninggal dunia karena covid dan mau kuliah... ada beasiswa di UMJ
Beasiswa bebas biaya kuliah. Salah satu orang tua meninggal dunia atau kedua orang tua meninggal dunia karena covid, semoga membatu ya",2021-08-31 22:12:33,"['saudara', 'tetangga', 'teman', 'ibu', 'tinggal', 'dunia', 'covid', 'kuliah', 'beasiswa', 'umj', 'beasiswa', 'bebas', 'biaya', 'kuliah', 'salah', 'orang', 'tua', 'tinggal', 'dunia', 'orang', 'tua', 'tinggal', 'dunia', 'covid', 'moga', 'batu']"
14,1432752355196354567,Abdillah Sibarani,"Alhamdulillah bisa selamat dari maut

#pejuangcovid
#alumnicovid
#Covid_19",2021-08-31 17:09:15,"['alhamdulillah', 'selamat', 'maut', 'pejuangcovid', 'alumnicovid', 'covid']"
26,1432731051407806466,Pelita Batak,Presiden Jokowi Tinjau Kegiatan Vaksinasi Covid-19 di Kabupaten Kuningan https://t.co/UyluTb5y2D,2021-08-31 15:44:36,"['presiden', 'jokowi', 'tinjau', 'giat', 'vaksinasi', 'covid', 'kabupaten', 'kuningan']"
29,1432728500650139651,Agung puspadewi,@_riverheaven @jokowi Semoga indonesia bebas covid #JokowiLawanPandemi,2021-08-31 15:34:28,"['moga', 'indonesia', 'bebas', 'covid', 'jokowilawanpandemi']"
31,1432728076375367680,Agung puspadewi,@jisatu01 Semoga indonesia segera pulih bebas covid #VaksinDariRumahKeRumah https://t.co/dZiAWrymmX,2021-08-31 15:32:46,"['moga', 'indonesia', 'pulih', 'bebas', 'covid', 'vaksindarirumahkerumah']"
32,1432727867687718912,Agung puspadewi,@adedipura @mulya78 @kangdede78 @tjhinfar21 @Nirmala2205 Terima kasih pak @jokowi semoga indonesia bebas covid dan bapak sehat selalu #VaksinDariRumahKeRumah https://t.co/7orMAPlCKf,2021-08-31 15:31:57,"['terima', 'kasih', 'moga', 'indonesia', 'bebas', 'covid', 'sehat', 'vaksindarirumahkerumah']"
34,1432727144547848195,Agung puspadewi,Semoga indonesia bebas covid #VaksinDariRumahKeRumah https://t.co/juqHux6hP5 https://t.co/qRdbCyE86N,2021-08-31 15:29:04,"['moga', 'indonesia', 'bebas', 'covid', 'vaksindarirumahkerumah']"
35,1432726942923427841,Agung puspadewi,@wayanjering788 Terima kasih pak @jokowi semoga indonesia bebas covid #VaksinDariRumahKeRumah,2021-08-31 15:28:16,"['terima', 'kasih', 'moga', 'indonesia', 'bebas', 'covid', 'vaksindarirumahkerumah']"
37,1432726640606343177,Agung puspadewi,@Eka_Dutajaladri @AriNazila_ @jokowi Vaksinasi dan prokes cara efektif untuk pencegahan penyebaran covid #VaksinDariRumahKeRumah https://t.co/AaGQARVcPF,2021-08-31 15:27:04,"['vaksinasi', 'prokes', 'efektif', 'cegah', 'sebar', 'covid', 'vaksindarirumahkerumah']"
45,1432714651624693768,اوجاغ ماواردي,"Pandemi belum lagi berhenti dan pemerintah pun telah berikhtiar untuk menangani nya... demi kebaikan bersama kami, Yayasan Dulur Salembur Bersama Pecinta dan Pemerhati Anak Yatim menyelenggarakan kegiatan Santunan guna membantu dan meringankan beban dampak Pandemi covid 19 https://t.co/dfv3aRqNZW",2021-08-31 14:39:26,"['pandemi', 'henti', 'perintah', 'ikhtiar', 'tangan', 'baik', 'yayasan', 'dulur', 'salembur', 'cinta', 'perhati', 'anak', 'yatim', 'selenggara', 'giat', 'santun', 'bantu', 'ringan', 'beban', 'dampak', 'pandemi', 'covid']"
48,1432708667107913753,Agung puspadewi,@K412R4 @jokowi Terima kasih pak @Jokowi semoga indonesia bebas covid dan semoga bapak sehat selalu #VaksinDariRumahKeRumah https://t.co/FO8GdcK1ew,2021-08-31 14:15:39,"['terima', 'kasih', 'moga', 'indonesia', 'bebas', 'covid', 'moga', 'sehat', 'vaksindarirumahkerumah']"
59,1432703174956228609,Candy,"Prokes lindungi keluarga kita dari ancaman Covid-19

Yuk disiplin
Dan ikut vaksinasi https://t.co/IbDMT44gEl",2021-08-31 13:53:49,"['prokes', 'lindung', 'keluarga', 'ancam', 'covid', 'yuk', 'disiplin', 'vaksinasi']"
60,1432703038205091852,Agung puspadewi,@OniMeniq74 Demi indonesia bebas covid pak jokowi terus melakukan sosialisasi kepada masyarakat #VaksinDariRumahKeRumah https://t.co/CquarjgRTr,2021-08-31 13:53:17,"['indonesia', 'bebas', 'covid', 'jokowi', 'sosialisasi', 'masyarakat', 'vaksindarirumahkerumah']"
61,1432702936635805698,Candy,"Prokes lindungi keluarga kita dari ancaman Covid-19

Waspada politik uang mengintai https://t.co/f2CrzSUkH3",2021-08-31 13:52:53,"['prokes', 'lindung', 'keluarga', 'ancam', 'covid', 'waspada', 'politik', 'uang', 'intai']"
62,1432702802057469965,Candy,"Prokes lindungi keluarga kita dari ancaman Covid-19

PPATK didesak usut dugaan dana hibah asing kepada ICW https://t.co/PAqWHcj1YC",2021-08-31 13:52:20,"['prokes', 'lindung', 'keluarga', 'ancam', 'covid', 'ppatk', 'desak', 'usut', 'duga', 'dana', 'hibah', 'asing', 'icw']"
64,1432702441536081929,Candy,"Prokes lindungi keluarga kita dari ancaman Covid-19

Tindak tegas KSTP https://t.co/eAK4fxL9X0",2021-08-31 13:50:55,"['prokes', 'lindung', 'keluarga', 'ancam', 'covid', 'tindak', 'kstp']"
66,1432702352096731138,Luffy D.,"Cegah Pandemi Covid-19, Warga Diminta Disiplin Prokes
Prokes Lindungi Keluarga 
https://t.co/dwhpnmXzCM",2021-08-31 13:50:33,"['cegah', 'pandemi', 'covid', 'warga', 'disiplin', 'prokes', 'prokes', 'lindung', 'keluarga']"
67,1432702225139240964,Candy,"Prokes lindungi keluarga kita dari ancaman Covid-19

Yess
Papua siap! 🇮🇩 https://t.co/IQlLVGIepq",2021-08-31 13:50:03,"['prokes', 'lindung', 'keluarga', 'ancam', 'covid', 'yess', 'papua']"
68,1432702120663334916,Candy,"Prokes lindungi keluarga kita dari ancaman Covid-19

Dukung PON Papua https://t.co/kW6WrzDN14",2021-08-31 13:49:38,"['prokes', 'lindung', 'keluarga', 'ancam', 'covid', 'dukung', 'pon', 'papua']"
69,1432701948562714632,Candy,"Prokes lindungi keluarga kita dari ancaman Covid-19

Cukup banyak juga ya
Tapi berasa ga abis-abis https://t.co/UY5AhXnGbi",2021-08-31 13:48:57,"['prokes', 'lindung', 'keluarga', 'ancam', 'covid', 'asa', 'abis', 'abis']"
70,1432701880564686851,Agung puspadewi,Dukung terus pemerintah melawan covid dengan vaksinasi dan prokes #VaksinDariRumahKeRumah https://t.co/MMWfEHJWUg,2021-08-31 13:48:41,"['dukung', 'perintah', 'lawan', 'covid', 'vaksinasi', 'prokes', 'vaksindarirumahkerumah']"
71,1432701877385375757,Raka,"Cegah Pandemi Covid-19, Warga Diminta Disiplin Prokes
Prokes Lindungi Keluarga 
https://t.co/ld7TjAYghR",2021-08-31 13:48:40,"['cegah', 'pandemi', 'covid', 'warga', 'disiplin', 'prokes', 'prokes', 'lindung', 'keluarga']"
72,1432701764143353870,Candy,"Prokes lindungi keluarga kita dari ancaman Covid-19

Tangkap koruptor dana otsus https://t.co/WuWD51gIwn",2021-08-31 13:48:13,"['prokes', 'lindung', 'keluarga', 'ancam', 'covid', 'tangkap', 'koruptor', 'dana', 'otsus']"
73,1432701687333072906,Candy,"Prokes lindungi keluarga kita dari ancaman Covid-19

Waspadai hasutan kelompok terlarang https://t.co/wiD7hAjyBC",2021-08-31 13:47:55,"['prokes', 'lindung', 'keluarga', 'ancam', 'covid', 'waspada', 'hasut', 'kelompok', 'larang']"
74,1432701542616997890,Candy,"Prokes lindungi keluarga kita dari ancaman Covid-19

Pemerintah berkomitmen memenuhi stok vaksin di seluruh wilayah Indonesia https://t.co/KVgAJDCZMH",2021-08-31 13:47:20,"['prokes', 'lindung', 'keluarga', 'ancam', 'covid', 'perintah', 'komitmen', 'penuh', 'stok', 'vaksin', 'wilayah', 'indonesia']"
76,1432701386991472648,Candy,"Prokes lindungi keluarga kita dari ancaman Covid-19

Otsus jadi solusi https://t.co/0SaVg8DEbM",2021-08-31 13:46:43,"['prokes', 'lindung', 'keluarga', 'ancam', 'covid', 'otsus', 'solusi']"
79,1432699514071228418,Agung puspadewi,@brader_akbar Terima kasih pak jokowi terus berjuang melawan covid #VaksinDariRumahKeRumah https://t.co/EWlN4DcBI8,2021-08-31 13:39:17,"['terima', 'kasih', 'jokowi', 'juang', 'lawan', 'covid', 'vaksindarirumahkerumah']"
95,1432683958169341954,PAPANYAABANGADEK,covid itu cuma takut sama krumunan nya jokowi n antrian vaksin !!!,2021-08-31 12:37:28,"['covid', 'takut', 'krumunan', 'jokowi', 'antri', 'vaksin']"
96,1432682811375316995,fajar prasetya,"@kompascom HARUSNYA DENGAN ADANYA COVID-19 INI KITA BISA SADAR BAHWA NEGARA KITA YANG SUMBER DAYA ALAM MELIMPAH, BUDAYA LELUHUR YANG ARIF, DAN PENGETAHUAN SERTA PEMAHAMAN SPIRITUALITAS SEMPURNA INI BISA MENJADI NEGARA PEMBERI SOLUSI COVID-19 BERBASIS IQRO BISMIROBBIKA, AAMIIIN YRA",2021-08-31 12:32:54,"['covid', 'sadar', 'negara', 'sumber', 'daya', 'alam', 'limpah', 'budaya', 'leluhur', 'arif', 'tahu', 'paham', 'spiritualitas', 'sempurna', 'negara', 'beri', 'solusi', 'covid', 'bas', 'iqro', 'bismirobbika', 'aamiiin', 'yra']"
97,1432682534400258055,fajar prasetya,"@NarasiNewsroom HARUSNYA DENGAN ADANYA COVID-19 INI KITA BISA SADAR BAHWA NEGARA KITA YANG SUMBER DAYA ALAM MELIMPAH, BUDAYA LELUHUR YANG ARIF, DAN PENGETAHUAN SERTA PEMAHAMAN SPIRITUALITAS SEMPURNA INI BISA MENJADI NEGARA PEMBERI SOLUSI COVID-19 BERBASIS IQRO BISMIROBBIKA, AAMIIIN YRA",2021-08-31 12:31:48,"['covid', 'sadar', 'negara', 'sumber', 'daya', 'alam', 'limpah', 'budaya', 'leluhur', 'arif', 'tahu', 'paham', 'spiritualitas', 'sempurna', 'negara', 'beri', 'solusi', 'covid', 'bas', 'iqro', 'bismirobbika', 'aamiiin', 'yra']"
99,1432681888628441096,fajar prasetya,"@corbuzier HARUSNYA DENGAN ADANYA COVID-19 INI KITA BISA SADAR BAHWA NEGARA KITA YANG SUMBER DAYA ALAM MELIMPAH, BUDAYA LELUHUR YANG ARIF, DAN PENGETAHUAN SERTA PEMAHAMAN SPIRITUALITAS SEMPURNA INI BISA MENJADI NEGARA PEMBERI SOLUSI COVID-19 BERBASIS IQRO BISMIROBBIKA, AAMIIIN YRA",2021-08-31 12:29:14,"['covid', 'sadar', 'negara', 'sumber', 'daya', 'alam', 'limpah', 'budaya', 'leluhur', 'arif', 'tahu', 'paham', 'spiritualitas', 'sempurna', 'negara', 'beri', 'solusi', 'covid', 'bas', 'iqro', 'bismirobbika', 'aamiiin', 'yra']"
100,1432681684613226503,HUMAS POLSEK METRO MENTENG,"Vaksininasi Covid-19 Menteng

Jakarta, pemantauan #vaksinasi di SMP Negeri 8 Jalan Pegangsaan Barat Menteng Jakarta Pusat (31/08/21).

@divisihumaspolri @poldametrojaya 
@PolresJakPus #divisihumaspolri #poldametrojaya #polresjakartapusat. https://t.co/B2Azr6996u",2021-08-31 12:28:26,"['vaksininasi', 'covid', 'menteng', 'jakarta', 'pantau', 'vaksinasi', 'smp', 'negeri', 'jalan', 'gangsa', 'barat', 'menteng', 'jakarta', 'pusat', 'divisihumaspolri', 'poldametrojaya', 'polresjakartapusat']"
101,1432681655358033924,fajar prasetya,"@tvOneNews HARUSNYA DENGAN ADANYA COVID-19 INI KITA BISA SADAR BAHWA NEGARA KITA YANG SUMBER DAYA ALAM MELIMPAH, BUDAYA LELUHUR YANG ARIF, DAN PENGETAHUAN SERTA PEMAHAMAN SPIRITUALITAS SEMPURNA INI BISA MENJADI NEGARA PEMBERI SOLUSI COVID-19 BERBASIS IQRO BISMIROBBIKA, AAMIIIN YRA",2021-08-31 12:28:19,"['covid', 'sadar', 'negara', 'sumber', 'daya', 'alam', 'limpah', 'budaya', 'leluhur', 'arif', 'tahu', 'paham', 'spiritualitas', 'sempurna', 'negara', 'beri', 'solusi', 'covid', 'bas', 'iqro', 'bismirobbika', 'aamiiin', 'yra']"
102,1432681407629774853,fajar prasetya,"@narasitv @NajwaShihab HARUSNYA DENGAN ADANYA COVID-19 INI KITA BISA SADAR BAHWA NEGARA KITA YANG SUMBER DAYA ALAM MELIMPAH, BUDAYA LELUHUR YANG ARIF, DAN PENGETAHUAN SERTA PEMAHAMAN SPIRITUALITAS SEMPURNA INI BISA MENJADI NEGARA PEMBERI SOLUSI COVID-19 BERBASIS IQRO BISMIROBBIKA, AAMIIIN YRA",2021-08-31 12:27:20,"['covid', 'sadar', 'negara', 'sumber', 'daya', 'alam', 'limpah', 'budaya', 'leluhur', 'arif', 'tahu', 'paham', 'spiritualitas', 'sempurna', 'negara', 'beri', 'solusi', 'covid', 'bas', 'iqro', 'bismirobbika', 'aamiiin', 'yra']"
103,1432681230223380483,Asep Susanto,"@NurdinPurnomo2 Satgas Sebut Penerapan Prokes Modal Hidup Berdampingan dengan Covid-19
Proses Lindungi Keluarga
https://t.co/vgA0THSzPm",2021-08-31 12:26:37,"['satgas', 'terap', 'prokes', 'modal', 'hidup', 'damping', 'covid', 'proses', 'lindung', 'keluarga']"
105,1432680471909978122,fajar prasetya,"@NarasiNewsroom HARUSNYA DENGAN ADANYA COVID-19 INI KITA BISA SADAR BAHWA NEGARA KITA YANG SUMBER DAYA ALAM MELIMPAH, BUDAYA LELUHUR YANG ARIF, DAN PENGETAHUAN SERTA PEMAHAMAN SPIRITUALITAS SEMPURNA INI BISA MENJADI NEGARA PEMBERI SOLUSI COVID-19 BERBASIS IQRO BISMIROBBIKA, AAMIIIN YRA",2021-08-31 12:23:37,"['covid', 'sadar', 'negara', 'sumber', 'daya', 'alam', 'limpah', 'budaya', 'leluhur', 'arif', 'tahu', 'paham', 'spiritualitas', 'sempurna', 'negara', 'beri', 'solusi', 'covid', 'bas', 'iqro', 'bismirobbika', 'aamiiin', 'yra']"
106,1432680334223572997,fajar prasetya,"@jokowi HARUSNYA DENGAN ADANYA COVID-19 INI KITA BISA SADAR BAHWA NEGARA KITA YANG SUMBER DAYA ALAM MELIMPAH, BUDAYA LELUHUR YANG ARIF, DAN PENGETAHUAN SERTA PEMAHAMAN SPIRITUALITAS SEMPURNA INI BISA MENJADI NEGARA PEMBERI SOLUSI COVID-19 BERBASIS IQRO BISMIROBBIKA, AAMIIIN YRA",2021-08-31 12:23:04,"['covid', 'sadar', 'negara', 'sumber', 'daya', 'alam', 'limpah', 'budaya', 'leluhur', 'arif', 'tahu', 'paham', 'spiritualitas', 'sempurna', 'negara', 'beri', 'solusi', 'covid', 'bas', 'iqro', 'bismirobbika', 'aamiiin', 'yra']"
108,1432677509284335619,Alfa 🇲🇨🇲🇨,"Satgas Sebut Penerapan Prokes Modal Hidup Berdampingan dengan Covid-19

Prokes Lindungi Keluarga
https://t.co/BcVQa8ICOr",2021-08-31 12:11:50,"['satgas', 'terap', 'prokes', 'modal', 'hidup', 'damping', 'covid', 'prokes', 'lindung', 'keluarga']"
109,1432677004332077056,Kalo Ada Yg Sulit Ngap Bikin Yg Mudah,"Satgas Sebut Penerapan Prokes Modal Hidup Berdampingan dengan Covid-19.
Prokes Lindungi Keluarga
https://t.co/0BjJjJZrNU",2021-08-31 12:09:50,"['satgas', 'terap', 'prokes', 'modal', 'hidup', 'damping', 'covid', 'prokes', 'lindung', 'keluarga']"
110,1432677001609895938,Kalo Ada Yg Sulit Ngap Bikin Yg Mudah,"Cegah Pandemi Covid-19, Warga Diminta Disiplin Prokes
https://t.co/1XyiHmscSL
Prokes Lindungi Keluarga",2021-08-31 12:09:49,"['cegah', 'pandemi', 'covid', 'warga', 'disiplin', 'prokes', 'prokes', 'lindung', 'keluarga']"
113,1432676464336375811,Kang Galon,"Vaksinasi demi melawan COVID-19... 

Prokes Lindungi Keluarga https://t.co/iuAVot3FbK",2021-08-31 12:07:41,"['vaksinasi', 'lawan', 'covid', 'prokes', 'lindung', 'keluarga']"
116,1432675744312741896,Munawir Samosir,"@W3rtadi93 Satgas Sebut Penerapan Prokes Modal Hidup Berdampingan dengan Covid-19
https://t.co/1gIHxBSu86  Prokes Lindungi Keluarga",2021-08-31 12:04:49,"['satgas', 'terap', 'prokes', 'modal', 'hidup', 'damping', 'covid', 'prokes', 'lindung', 'keluarga']"
117,1432675648342921219,Munawir Samosir,"@jagankri4 @dalbo_27 @dewipoe2811 @DewiAyu_Saraf @D3V1S4_R3Y4L @daddysayyaf @Rismaliez85 @DANIANDREASZ @DavidWijaya82 @DeRaffa01 @DivHumas_Polri @Donto82341972 @sami86pilang @_riverheaven @EllyKoro @evanfuct Cegah Pandemi Covid-19, Warga Diminta Disiplin Prokes
https://t.co/1TXvG5BNdg Prokes Lindungi Keluarga",2021-08-31 12:04:27,"['cegah', 'pandemi', 'covid', 'warga', 'disiplin', 'prokes', 'prokes', 'lindung', 'keluarga']"
118,1432675285263011844,Herwati Monapa,"Satgas Sebut Penerapan Prokes Modal Hidup Berdampingan dengan Covid-19. Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
https://t.co/gE9ZmCBg7a Prokes Lindungi Keluarga",2021-08-31 12:03:00,"['satgas', 'terap', 'prokes', 'modal', 'hidup', 'damping', 'covid', 'cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'prokes', 'lindung', 'keluarga']"
119,1432675195626536966,Herwati Monapa,"Tidak hanya vaksinasi, ini yang perlu Anda lakukan untuk mencegah virus corona. Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
https://t.co/mvPFFlrXrA Prokes Lindungi Keluarga",2021-08-31 12:02:39,"['vaksinasi', 'laku', 'cegah', 'virus', 'corona', 'cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'prokes', 'lindung', 'keluarga']"
120,1432675113279778819,Herwati Monapa,"Cegah Pandemi Covid-19, Warga Diminta Disiplin Prokes  Pencegahan Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
https://t.co/fCgbTGz10o Prokes Lindungi Keluarga",2021-08-31 12:02:19,"['cegah', 'pandemi', 'covid', 'warga', 'disiplin', 'prokes', 'cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'prokes', 'lindung', 'keluarga']"
121,1432674506435301378,SULTANTV,"Pandemi Covid-19 mengharuskan sekolah berlangsung secara daring.

Lalu bagaimana kesiapan sekolah menjelang PTM? Apa saja yang sudah dipersiapkan oleh sekolah?

Simak ulasannya hanya dalam Bincang Hari Ini Sultan TV!

#ptm #ppkmlevel4 #pendidikan https://t.co/TwwDDwGuu9",2021-08-31 11:59:54,"['pandemi', 'covid', 'harus', 'sekolah', 'daring', 'kesiap', 'sekolah', 'jelang', 'ptm', 'siap', 'sekolah', 'simak', 'ulas', 'bincang', 'sultan', 'tv', 'ptm', 'ppkmlevel', 'didik']"
122,1432674384179724288,Amelia Savitri,"Cegah Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M

Prokes Lindungi Keluarga https://t.co/en8W2VIUYy",2021-08-31 11:59:25,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'prokes', 'lindung', 'keluarga']"
123,1432674154092765188,Rakyat Bicara,"Cegah Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Prokes Lindungi Keluargatan https://t.co/UVTv9thBEq",2021-08-31 11:58:30,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'prokes', 'lindung', 'keluargatan']"
124,1432674106516783109,Info Tanah Air,"Cegah Penularan Varian Covid-19 Dengan Vaksinasi Serta Disiplin Mematuhi Prokes 6M
Prokes Lindungi Keluargatan https://t.co/jUhNhxhXts",2021-08-31 11:58:19,"['cegah', 'tular', 'varian', 'covid', 'vaksinasi', 'disiplin', 'patuh', 'prokes', 'm', 'prokes', 'lindung', 'keluargatan']"
129,1432669169959391234,rischa,"Satgas Sebut Penerapan Prokes Modal Hidup Berdampingan dengan Covid-19
Prokes Lindungi Keluarga https://t.co/2nGtiz8Mac",2021-08-31 11:38:42,"['satgas', 'terap', 'prokes', 'modal', 'hidup', 'damping', 'covid', 'prokes', 'lindung', 'keluarga']"
132,1432668117306540041,Mutia Sari,"Cegah Pandemi Covid-19, Warga Diminta Disiplin Prokes
https://t.co/ysM6jNK6Ap
Prokes Lindungi Keluarga",2021-08-31 11:34:31,"['cegah', 'pandemi', 'covid', 'warga', 'disiplin', 'prokes', 'prokes', 'lindung', 'keluarga']"
133,1432668002592321537,Mutia Sari,"Satgas Sebut Penerapan Prokes Modal Hidup Berdampingan dengan Covid-19
https://t.co/AKfKWdvmBx
Prokes Lindungi Keluarga",2021-08-31 11:34:04,"['satgas', 'terap', 'prokes', 'modal', 'hidup', 'damping', 'covid', 'prokes', 'lindung', 'keluarga']"
139,1432654491354996740,Agung puspadewi,@ndrongselow Vaksinasi door to door efektif untuk mencapai herd immunity dan indonesia bebas covid #VaksinDariRumahKeRumah https://t.co/JQaV2qnKoL,2021-08-31 10:40:22,"['vaksinasi', 'door', 'to', 'door', 'efektif', 'capai', 'herd', 'immunity', 'indonesia', 'bebas', 'covid', 'vaksindarirumahkerumah']"
140,1432653637872865284,Fariati,"Rahasia agar tak terpapar covid.

#DigitalNetworkMarketing
#AkademiInspiradzi
#BootcampAkademiInspiradzi
#Kmart
#AplikasiKmart
#NewEvolutionInDigitalBusiness
#SuplemenMarketplace
#MarketplaceFranchisePlan
#KmartTrooper
#CyberTrooper https://t.co/neiMPXJfZH",2021-08-31 10:36:59,"['rahasia', 'papar', 'covid', 'digitalnetworkmarketing', 'akademiinspiradzi', 'bootcampakademiinspiradzi', 'kmart', 'aplikasikmart', 'newevolutionindigitalbusiness', 'suplemenmarketplace', 'marketplacefranchiseplan', 'kmarttrooper', 'cybertrooper']"
141,1432652211692081154,Agung puspadewi,@madedastra38 Vaksinasi dan prokes cara efektif untuk pencegahan penyebaran covid ayo kita ikuti dan patuh #VaksinDariRumahKeRumah https://t.co/lbZ3rtIv8c,2021-08-31 10:31:19,"['vaksinasi', 'prokes', 'efektif', 'cegah', 'sebar', 'covid', 'ayo', 'ikut', 'patuh', 'vaksindarirumahkerumah']"
142,1432651869772345352,Agung puspadewi,@super_ega99 Vaksinasi dan prokes cara efektif untuk pencegahan penyebaran covid #VaksinDariRumahKeRumah https://t.co/JavLrhE42M,2021-08-31 10:29:57,"['vaksinasi', 'prokes', 'efektif', 'cegah', 'sebar', 'covid', 'vaksindarirumahkerumah']"
146,1432650414713815044,Agung puspadewi,"@p4n99 @pelangi_ku77 @jokowi Langkah serius pemerintah indonesia dalam menangulangi masalah covid, dengan vaksinasi door to door efektif untuk mencapai herd immunity #VaksinDariRumahKeRumah https://t.co/Z90A9shihy",2021-08-31 10:24:10,"['langkah', 'serius', 'perintah', 'indonesia', 'menangulangi', 'covid', 'vaksinasi', 'door', 'to', 'door', 'efektif', 'capai', 'herd', 'immunity', 'vaksindarirumahkerumah']"
147,1432650039755620353,Agung puspadewi,@kkasipah @pelangi_ku77 @jokowi Terima kasih pak jokowi #VaksinDariRumahKeRumah semoga indonesia bebas covid optimis selalu https://t.co/aty3mse6v7,2021-08-31 10:22:41,"['terima', 'kasih', 'jokowi', 'vaksindarirumahkerumah', 'moga', 'indonesia', 'bebas', 'covid', 'optimis']"
149,1432646604364791808,Agung puspadewi,@super_ega99 @pelangi_ku77 Vaksinasi dan tetap prokes efektif untuk pencegahan penyebaran covid ayo kita ikuti dan patuh #VaksinDariRumahKeRumah https://t.co/dNT9Cn636P,2021-08-31 10:09:02,"['vaksinasi', 'prokes', 'efektif', 'cegah', 'sebar', 'covid', 'ayo', 'ikut', 'patuh', 'vaksindarirumahkerumah']"
150,1432646325288378369,Agung puspadewi,@Kasihsetia20 @pelangi_ku77 @jokowi Dukung terus vaksinasi door to door efektif untuk mencapai herd immunity dan indonesia bebas covid optimis #VaksinDariRumahKeRumah https://t.co/JliUqrbWn7,2021-08-31 10:07:55,"['dukung', 'vaksinasi', 'door', 'to', 'door', 'efektif', 'capai', 'herd', 'immunity', 'indonesia', 'bebas', 'covid', 'optimis', 'vaksindarirumahkerumah']"
151,1432645579968892932,Alnurfuad,"Rahasia agar tak terpapar covid.

Info lengkapnya klik
https://t.co/wLLFJ9UxbA
https://t.co/TsPbYRvNaG
https://t.co/aqhtPxRRfo
https://t.co/LqeQQRSJ48
https://t.co/Gdh5AqWYxO

#DigitalNetworkMarketing
#AkademiInspiradzi
#BootcampAkademiInspiradzi
#Kmart
#AplikasiKmart https://t.co/ZAJSNGywjA",2021-08-31 10:04:58,"['rahasia', 'papar', 'covid', 'info', 'lengkap', 'klik', 'digitalnetworkmarketing', 'akademiinspiradzi', 'bootcampakademiinspiradzi', 'kmart', 'aplikasikmart']"
153,1432643556020084739,Nuzul Olshop,"Rahasia agar tak terpapar covid.
Klik👇👇
https://t.co/tW19rjTyQh

#DigitalNetworkMarketing
#AkademiInspiradzi
#BootcampAkademiInspiradzi
#Kmart
#AplikasiKmart
#NewEvolutionInDigitalBusiness
#SuplemenMarketplace
#MarketplaceFranchisePlan
#KmartTrooper
#CyberTrooper https://t.co/Q4rHvWUkfk",2021-08-31 09:56:55,"['rahasia', 'papar', 'covid', 'klik', 'digitalnetworkmarketing', 'akademiinspiradzi', 'bootcampakademiinspiradzi', 'kmart', 'aplikasikmart', 'newevolutionindigitalbusiness', 'suplemenmarketplace', 'marketplacefranchiseplan', 'kmarttrooper', 'cybertrooper']"
154,1432642262865891332,Esi marlina,@KompasEkonomi Sudah vaksin kedua bukan berarti tidk mgkin lagi terpapar cocid-19. Karna saya pernah tau kalau ada orng yg sudah vaksin ke 2 tapi terpapar covid juga .,2021-08-31 09:51:47,"['vaksin', 'tidk', 'mgkin', 'papar', 'cocid', 'karna', 'orng', 'vaksin', 'papar', 'covid']"
156,1432639476564516868,Stella K. Suwardi,"Kasus baru Covid 19 melandai tp kita hrs tetap eling lan waspada, jangan jumawa dulu, tetap berhati2 ya kawan2 spy jgn lagi si dia muncul lagi. https://t.co/lO1OThvhWJ",2021-08-31 09:40:43,"['covid', 'landai', 'tp', 'hrs', 'eling', 'lan', 'waspada', 'jumawa', 'hati', 'kawan', 'spy', 'muncul']"
160,1432632358746812416,Humas polres sikka,"Semua gerai vaksinasi sudah menerapkan protokol kesehatan yang ketat sesuai dengan prosedur pemerintah untuk meminimalisir penularan virus Covid-19.

#PolriAmankanPON2021
Patuhi Prokes PPKM https://t.co/H1hFUgMtFO",2021-08-31 09:12:26,"['gerai', 'vaksinasi', 'terap', 'protokol', 'sehat', 'ketat', 'sesuai', 'prosedur', 'perintah', 'meminimalisir', 'tular', 'virus', 'covid', 'polriamankanpon', 'patuh', 'prokes', 'ppkm']"
161,1432632292510367753,Agung puspadewi,@AriNazila_ @S3nggolBacok @jokowi Semoga indonesia bisa bebas dr covid #VaksinDariRumahKeRumah https://t.co/rOxT4TAIw9,2021-08-31 09:12:10,"['moga', 'indonesia', 'bebas', 'dr', 'covid', 'vaksindarirumahkerumah']"
